,username,text
7929,mult co fire ems log,almaud   audible fire alarm at     block of sw  th ave  portland  or  portland fire  rp                    pdx   
7930,tonia land,i occasionally smoke weed everyday   girlsthatvape  boobsofinstagram  trampalinamansion  vapelife  fashionqueen  bosslady  tonialand  giantboobs  stonerlife  meditationvibes    
7931,weather,current weather in santa barbara  smoke     f     humidity  wind  mph  pressure     mb
7932,oxnard weather,current weather in oxnard  smoke     f    humidity  wind   mph  pressure     mb
7933,weather,current weather in santa clarita  smoke     f    humidity  wind  mph  pressure     mb
7934,weather,current weather in beverly hills  smoke     f     humidity  wind  mph  pressure     mb
7935,pasadena weather,current weather in pasadena  smoke     f     humidity  wind  mph  pressure     mb
7936,hollywood weather,current weather in hollywood  smoke     f     humidity  wind  mph  pressure     mb
7937,hawthorne weather,current weather in hawthorne  smoke     f     humidity  wind  mph  pressure     mb
7938,los angeles weather,current weather in los angeles  smoke     f     humidity  wind  mph  pressure     mb
7939,torrance weather,current weather in torrance  smoke     f     humidity  wind  mph  pressure     mb
7940,lawndale weather,current weather in lawndale  smoke     f     humidity  wind  mph  pressure     mb
7941,glendale weather,current weather in glendale  smoke     f     humidity  wind  mph  pressure     mb
7942,montebello weather,current weather in montebello  smoke     f     humidity  wind  mph  pressure     mb
7943,jeffrey bezore, campfire  wildfire  wildfires  calfire  wildlandurbaninterface   paradise  california   
7944,baldwin park weather,current weather in baldwin park  smoke     f     humidity  wind  mph  pressure     mb
7945,pico rivera weather,current weather in pico rivera  smoke     f     humidity  wind  mph  pressure     mb
7946,south gate weather,current weather in south gate  smoke     f     humidity  wind  mph  pressure     mb
7947,el monte weather,current weather in el monte  smoke     f     humidity  wind  mph  pressure     mb
7948,long beach weather,current weather in long beach  smoke     f     humidity  wind  mph  pressure     mb
7949,henry perry,breakfast at sunrise before jetting off to paradise  it s been fun la   goodbyemustang  hihihawaii  shakeshack  weddyfren  honeyfren   lax international airport los angeles california   
7950,willowbrook weather,current weather in willowbrook  smoke     f     humidity  wind  mph  pressure     mb
7951,garden grove weather,current weather in garden grove  smoke     f     humidity  wind  mph  pressure     mb
7952,anaheim weather,current weather in anaheim  smoke     f     humidity  wind  mph  pressure     mb
7953,ttwn sacramento,camp fire closure in  oroville on hwy    both nb sb between ca     and ca     traffic  
7954,la verne weather,current weather in la verne  smoke     f    humidity  wind   mph  pressure     mb
7955,wildfire bot  ca    unofficial   , campfire unofficial update          acres      contained    buttecounty  at yankee hill  ca     mi n of sacramento  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com vbfubeu  h
7956,avi gur,bone dry      humidity with  santaana  winds   hoping the  fires  don t strike up in other parts of  socal over these next few days   the  morning  clouds reminding me of  baja at    
7957,mult co fire ems log,almcom   monitored commercial fire alarm at      block of nw lovejoy st  portland  or  portland fire  rp                    pdx   
7958,jen austin,smoke from the fires during sunrise from our neck of the woods  stay safe today     tamarack beach   
7959,san gabriel valley pet care,i woke this weekend feeling angry  overwhelmed  sad and so many other emotions  the recent shooting in thousand oaks and the woolsey fire have caused so much turmoil  people are left dead     
7960,johnny kera,thank you to the los angeles fire department for doing you possibly can to the victims and california   california  losangeles  firefighter  fire  woolseyfire  heroic  heroes  landscape    
7961,mult co fire ems log,power   line or pole down or arcing at       block of sw   nd ave  portland  or  portland fire  rp                    pdx   
7962,paradise weather,current weather in paradise  broken clouds     f     humidity  wind  mph  pressure     mb
7963,mult co fire ems log,med   medical at      block of ne   st ave  portland  or  portland fire  rp                    pdx   
7964,ttwn sacramento,camp fire closure in  oroville on     both nb sb between durham pentz rd and pearson rd  traffic  
7965,paradise weather,paradise      am  sunrise sunset will be at     pm
7966,mult co fire ems log,med   medical at      block of ne ainsworth st  portland  or  portland fire  rp                    pdx   
7967,faith washburn,tried to get a better view of the woolsey fire but it was all obscured by smoke                                                    mullingitover   wildwood canyon park   
7968,mult co fire ems log,med   medical at       block of e burnside st  portland  or  portland fire  rp                    pdx   
7969,mult co fire ems log,power   line or pole down or arcing at       block of sw   nd ave  portland  or  portland fire  rp                    pdx   
7970,total traffic la,   road closed    westlake blvd   decker rd is closed due to the brush fire in  westlakevillage on hwy    sb from e potrero rd to ca  
7971,total traffic la,   road closed    decker rd   westlake blvd is closed due to the brush fire in  malibu on hwy    nb between ca   and e potrero rd  latraffic
7972,pasadena weather,mist    smoke temperature down    f       f humidity down            wind  mph     mph
7973,mult co fire ems log,almres   monitored residential fire alarm at      block of sw illinois st  portland  or  portland fire  rp                    pdx   
7974,mult co fire ems log,med   medical at     block of sw morrison st  portland  or  portland fire  rp                    pdx   
7975,lawndale weather,mist    smoke temperature down    f       f humidity down            wind  mph     mph
7976,mult co fire ems log,med   medical at      block of n delaware ave  portland  or  portland fire  rp                    pdx   
7977,mult co fire ems log,med   medical at      block of se pardee st  portland  or  portland fire  rp                    pdx   
7978,dave manoucheri,we are raising    for victims of the camp fire  call now                  kcra kqca channel    my     
7979,mult co fire ems log,med   medical at   ne   th ave  portland  or  portland fire  rp                    pdx   
7980,lyonslifestyle,   dead and     missing in the horrific california wildfires  destroying         acres so far and still burning due to nightmare winds  dangerous smoke and ash filling the skies of    
7981,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
7982,mult co fire ems log,med   medical at       block of ne flanders st  portland  or  portland fire  rp                    pdx   
7983,mult co fire ems log,almcom   monitored commercial fire alarm at      block of sw terwilliger blvd  portland  or  portland fire  rp                    pdx   
7984,mult co fire ems log,med   medical at   nw broadway   portland  or  portland fire  rp                    pdx   
7985,total traffic la,all lanes are closed in both directions due to the fire  in  malibu on kanan rd both nb sb from ca   to us      latraffic
7986,mult co fire ems log,med   medical at     block of w burnside st  portland  or  portland fire  rp                    pdx   
7987,mult co fire ems log,med   medical at      block of se    rd ave  portland  or  portland fire  rp                    pdx   
7988,mult co fire ems log,med   medical at     block of nw broadway   portland  or  portland fire  rp                    pdx   
7989,mult co fire ems log,med   medical at      block of ne   th ave  portland  or  portland fire  rp                    pdx   
7990,mult co fire ems log,med   medical at se grand ave   ivon st ramp   se  th pl  portland  or  portland fire  rp                    pdx   
7991,mult co fire ems log,ta    traffic accident    st response  fire   ems  at nb i  fwy no   n lombard st  portland  or  portland fire  rp                  
7992,mult co fire ems log,mutual   mutual aid incident  dispatch balance  at      block of sw   th ave  washington county  or  portland fire  rp                  
7993,mult co fire ems log,med   medical at     block of e burnside st  portland  or  portland fire  rp                    pdx   
7994,mult co fire ems log,med   medical at      block of se   nd ave  portland  or  portland fire  rp                    pdx   
7995,san jose weather,smoke    haze temperature down    f       f humidity up            wind  mph     mph
7996,mult co fire ems log,med   medical at      block of ne prescott st  portland  or  portland fire  rp                    pdx   
7997,mult co fire ems log,med   medical at      block of ne beech st  portland  or  portland fire  rp                    pdx   
7998,mult co fire ems log,med   medical at se    nd ave   se stark st  portland  or  portland fire  rp                    pdx   
7999,mult co fire ems log,med   medical at      block of ne  nd ave  portland  or  portland fire  rp                    pdx   
8000,garden grove weather,haze    smoke temperature down    f       f humidity up            wind  mph     mph
8001,manda mosher,it s been a brutal few days of destruction by fire   lives lost  homes destroyed hundreds of thousands evacuated  and hazardous air conditions for all that still continue   our    
8002,mult co fire ems log,med   medical at      block of nw   nd ave  portland  or  portland fire  rp                    pdx   
8003,mult co fire ems log,med   medical at      block of sw alder st  portland  or  portland fire  rp                    pdx   
8004,mult co fire ems log,med   medical at      block of ne  nd ave  portland  or  portland fire  rp                    pdx   
8005,hawthorne weather,mist    smoke temperature down    f       f humidity down            wind  mph     mph
8006,mult co fire ems log,med   medical at      block of sw alder st  portland  or  portland fire  rp                    pdx   
8007,mult co fire ems log,med   medical at     block of sw  th ave  portland  or  portland fire  rp                    pdx   
8008,south gate weather,haze    smoke temperature down    f       f humidity down            wind  mph     mph
8009,mult co fire ems log,med   medical at      block of ne    th ave  portland  or  portland fire  rp                    pdx   
8010,mult co fire ems log,med   medical at      block of sw multnomah blvd  portland  or  portland fire  rp                    pdx   
8011,mult co fire ems log,med   medical at      block of sw columbia st  portland  or  portland fire  rp                    pdx   
8012,mult co fire ems log,med   medical at      block of se   th pl  portland  or  portland fire  rp                    pdx   
8013,mult co fire ems log,med   medical at     block of n graham st  portland  or  portland fire  rp                    pdx   
8014,david rivas,when you risk it you will get stronger        rachel johns       olzyproductions     on fire photos    
8015,kali carter,           between the mass shooting in thousand oaks last wednesday and the devastating fires throughout the state  it s been a rough week for the people of california  sending love to    
8016,la verne weather,haze    smoke temperature down    f       f humidity down           
8017,mult co fire ems log,med   medical at     block of sw   th ave  portland  or  portland fire  rp                    pdx   
8018,david rivas,when you risk it you will get stronger        rachel johns       olzyproductions     on fire photos    
8019,mult co fire ems log,med   medical at     block of sw   th ave  portland  or  portland fire  rp                    pdx   
8020,mult co fire ems log,med   medical at     block of ne holladay st  portland  or  portland fire  rp                    pdx   
8021,monterey weather,haze    smoke temperature down    f       f humidity up           
8022,brian humphrey gps,dormitory  at  lafd fire station   in los angeles  ca   
8023,mult co fire ems log,med   medical at      block of ne eugene st  portland  or  portland fire  rp                    pdx   
8024,mult co fire ems log,med   medical at   nw   th ave  portland  or  portland fire  rp                    pdx   
8025,mult co fire ems log,med   medical at      block of nw yeon ave  portland  or  portland fire  rp                    pdx   
8026,mult co fire ems log,med   medical at       block of ne glisan st  portland  or  portland fire  rp                    pdx   
8027,mult co fire ems log,med   medical at      block of n lombard st  portland  or  portland fire  rp                    pdx   
8028,mult co fire ems log,med   medical at       block of se foster rd  portland  or  portland fire  rp                    pdx   
8029,ill camino, whocanrelate     smokes  smokeshop  hookah  bidis  cloves  flavoredcigarettes  cigarettes  smoking  smoke  inhale  onetaughtmelove       cannabis  cannabisculture  cannabiscommunity    
8030,mrbill,who doesn t love a  am fire alarm    seems a false alarm  but the leisurely response by slc fire isn t what we d call inspiring      central city  salt lake city   
8031,mult co fire ems log,med   medical at     block of se    th ave  portland  or  portland fire  rp                    pdx   
8032,mult co fire ems log,almaud   audible fire alarm at     block of sw  th ave  portland  or  portland fire  rp                    pdx   
8033,irvine weather,smoke    haze humidity up           wind  mph     mph
8034,mult co fire ems log,med   medical at     block of ne couch st  portland  or  portland fire  rp                    pdx   
8035,mult co fire ems log,med   medical at      block of se woodstock blvd  portland  or  portland fire  rp                    pdx   
8036,mult co fire ems log,med   medical at      block of ne    nd ave  portland  or  portland fire  rp                    pdx   
8037,ttwn sacramento,camp fire air quality alert in sacramento  traffic  
8038,kokoe , sf  campfire  smoke  notfog   castro district  san francisco   
8039,mult co fire ems log,med   medical at   ne   th ave  portland  or  portland fire  rp                    pdx   
8040,mult co fire ems log,med   medical at       block of se grant st  portland  or  portland fire  rp                    pdx   
8041,torrance weather,mist    smoke temperature down    f       f humidity down            wind   mph     mph
8042,mult co fire ems log,med   medical at     block of nw naito pkwy  portland  or  portland fire  rp                    pdx   
8043,garden grove weather,smoke    haze temperature down    f       f humidity down            wind   mph     mph
8044,mult co fire ems log,med   medical at      block of se brooklyn st  portland  or  portland fire  rp                    pdx   
8045,mult co fire ems log,med   medical at     block of nw  th ave  portland  or  portland fire  rp                    pdx   
8046,emilie raguso,the smoke made every hour  goldenhour  sf  sanfrancisco  mission   latin american club   
8047,mult co fire ems log,med   medical at     block of n killingsworth st  portland  or  portland fire  rp                    pdx   
8048,pico rivera weather,smoke    mist temperature down    f       f humidity down            wind  mph     mph
8049,mult co fire ems log,med   medical at       block of ne sandy blvd  portland  or  portland fire  rp                    pdx   
8050,carlos saucedo,more eerie scenes from the  campfire destruction in the communities of  paradise and  concow in butte county  an additional   bodies were recovered in paradise today  raising the death    
8051,mult co fire ems log,smokes   smoke investigation inside a structure at       block of se division st  portland  or  portland fire  rp                    pdx   
8052,mult co fire ems log,med   medical at      block of se    th ave  portland  or  portland fire  rp                    pdx   
8053,jory rand,time lapse of the  woolseyfire burning friday night on pch in  malibu  abc eyewitness  california  losangeles  wildfire  fire  la  firefighter   malibu  california   
8054,christinepeakepeakpr,the raging fires are still destroying lives  nature   everything in their paths    sending love to my friends who have lost their homes and yet still show selfless gratitude for their    
8055,mult co fire ems log,med   medical at      block of n trenton st  portland  or  portland fire  rp                    pdx   
8056,hawthorne weather,smoke    mist temperature down    f       f humidity up            wind  mph     mph
8057,lawndale weather,smoke    mist temperature down    f       f humidity up            wind  mph     mph
8058,   ,san francisco in the dust  sanfrancisco  skyline  california  unitedstates  aerialview  bayarea  urban  city  dust  wildfire  campfire   san francisco  california   
8059,mult co fire ems log,med   medical at       block of ne weidler st  portland  or  portland fire  rp                    pdx   
8060,hawkbait photography,the apocalyptic aftermath the day after the  camp fire  burned out of control on thursday            in paradise  ca  due to the time constraints of instagram    
8061,dank media,     day       crescent moon  crescentmoon  sunset  smoke  woolseyfire  venice  venicebeach  veniceboardwalk  losangeles  losangelesgrammers  dank  dankmedia     photo  abc eyewitness    
8062,waterfireheart,asking for help  now is the time   feminineenergy  rising  connecting  transformation  fire  dreams of  freedom  sacredfeminine  feminine   mother earth   
8063,mult co fire ems log,med   medical at     block of sw   th ave  portland  or  portland fire  rp                    pdx   
8064,jeremy john wells,los padres sespe wilderness trek       to be continued  aborted route due to fires but plan to finish this journey through our beautiful  lospadres sometime soon  grateful for my family    
8065,stopbye cafe, we appreciate all the customers that came out to  brouwerijwest today  where we offered      discount to veterans  police  fire and military personnel  we donated to    
8066,   ,bay area in the dust  dust  smog  bayarea  sanfrancisco  california  unitedstates  ship  sunset  campfire  wildfire   oakland  california   
8067,portland police log,fire related at      block of se    nd ave  portland  or  portland police  pp                    pdx   
8068,stopbye cafe, we appreciate all the customers that came out to  brouwerijwest today  where we offered      discount to veterans  police  fire and military personnel  we donated to  redcross    
8069,mult co fire ems log,med   medical at      block of ne    th ave  portland  or  portland fire  rp                    pdx   
8070,mult co fire ems log,med   medical at       block of se division st  portland  or  portland fire  rp                    pdx   
8071,dvine ,oh local friends pop up  love in action  flow for all for the fires  benefit for shoshanna and malibu young actors project loss and support with bsby shiva lorin roche  joel dvine       
8072,mult co fire ems log,power   line or pole down or arcing at se   th ave   se caruthers st  portland  or  portland fire  rp                    pdx   
8073,torrance weather,smoke    mist temperature down    f       f humidity up            wind  mph      mph
8074,ttwn sacramento,camp fire closure in  oroville on pentz rd both nb sb between durham pentz rd and pearson rd  traffic  
8075,lajuane d mcclammy,smoke dog     cigars  smokeout   phoenix  arizona   
8076,total traffic la,topanga canyon north and south all lanes closed due to woolsey fire in  malibupacificpalisades on hwy    both nb      
8077,kristen archdeacon,on thursday malibu was hit with the most devastating fires in history  many people including those close to me have lost their homes  leaving them with nothing  sending love and    
8078,mult co fire ems log,med   medical at       block of ne halsey st  portland  or  portland fire  rp                    pdx   
8079,mult co fire ems log,med   medical at     block of sw  th ave  portland  or  portland fire  rp                    pdx   
8080,true yeniffer behrens,lets manifest enough rain to help put out these fires   we can do it together         repost  visualizerain  prayer  miracles  lafd  firefighters you are our  ngels on earth  thank you for    
8081,michelle harvey,please share     and do what you can to help all the amazing people   organization  ahwfoundation that are saving  rescue  malibu  fire  animals   photo debbiefrank   malibu     
8082,martin sanchez jr     ,had an amazing time celebrating jenn s beautiful wedding    paradise valley  arizona   
8083,mult co fire ems log,med   medical at      block of se holgate blvd  portland  or  portland fire  rp                    pdx   
8084,mult co fire ems log,med   medical at       block of sw   th ave  portland  or  portland fire  rp                    pdx   
8085,mult co fire ems log,med   medical at ne grand ave   ne holladay st  portland  or  portland fire  rp                    pdx   
8086,imafoolishmortal,my latest holiday card   happy haunted days  by topher adam       imafoolishmortal  topheradam  hauntedmansion  holidaycards   paradise  nevada   
8087,ryan hensley,these fires spread so fast  one minute it s just a small fire  the next minute the entire hillside is burning   woolseyfire  calabasas   silverado memory care community the highlands   
8088,upland weather,smoke    haze temperature down    f       f humidity up           wind   mph     mph
8089,james a  coufalik,the sun at noon over chico    campfire  thecampfire  chico  forestfire  firesmoke  jamescoufalik   chico  california   
8090,talon reid,even in the midst of everything being on fire off the pch we had another successful beach clean up yesterday with a lot of local support during this rough weekend on the west side  thanks    
8091,mult co fire ems log,med   medical at      block of sw columbia st  portland  or  portland fire  rp                    pdx   
8092,don theerathada    ,trying to stay positive and not stress over the fires  so far my wife and i are lucky and our office still stands yet soooo many people have lost their homes and more  the last thing all    
8093,official tom hardon,drinking a free smoke by  cloudburst brew at  themasonrypizza    
8094,south gate weather,smoke    haze temperature down    f       f humidity up            wind  mph     mph
8095,robert beck,yesterday   sunset and  surf with a perfect two foot right reeling down the reef  some color the result of the fires up north    las olas mexican restaurant    cardiff by the sea   
8096,debbie seidel bittke,california we  you  we are ing for those affected by the fires   dentalpractice  dentalpracticesolutions  dentalpracticemanagement   clackamas  oregon   
8097,michelle jubilee,so devastating  at a loss for words   my heart goes out to everyone affected by this incredible fire  but there are ways we can help      text  cawildfires  to       to donate     to    
8098,anaheim weather,smoke    mist temperature down    f       f humidity down            wind  mph     mph
8099,dank diaries,how to smoke  a video         realtalk   babylungs  prop     prop     azmmj  dankdiaries  phoenix  girlswhosmoke  cannabis  weed  alphaog  azgrown  growsciences  wedontsmokethesame    
8100,ttwn sacramento,camp fire closure in  durham on neal rd both eb wb between ca    and circlewood dr  traffic  
8101,jaclyn taylor,a friend of mine lost his home   everything he owned in the woolsey fire  california  please donate anything helps      to all who follow  erabeautyusa i am the founder of era and i    
8102,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
8103,mult co fire ems log,med   medical at      block of n williams ave  portland  or  portland fire  rp                    pdx   
8104,mult co fire ems log,med   medical at e burnside st   se grand ave  portland fire  rp                    pdx   
8105,richard wong,with all the smoke that is going around due to the massive fire   it is good to have a high quality air filtration system   iq air    diamond bar  california   
8106,norma i  quintana,the new normal in california is this accessory   california californiawildfires  paradise  chico  bhute  newnormal  globalwarmingisreal   california   
8107,savannah liles,ah      ah      ah      ah     ah      choo                 having a fabulous sunday  thoughts going out to all the veterans today and to the folks affected by the fires in california and    
8108,mult co fire ems log,med   medical at      block of sw columbia st  portland  or  portland fire  rp                    pdx   
8109,mult co fire ems log,med   medical at      block of ne glisan st  portland  or  portland fire  rp                    pdx   
8110,team thayer auto sales,kevin roberts man on fire clinic at thurston high school    usa  wrestling  oregon  pne      thurston high colts   springfield  or   
8111,philippe pieri,the blanket of smoke and particles over the bay from the butte county fire is frightening   berkeley hills   
8112,tom blizzard,napa valley sunset with a smokey haze  praying for the firefighters and homeowners in the fire areas    yountville  california   
8113,sarah natochenny,the nevada county fire department rescued this singed and very grumpy buddy from the  campfire  if you are physically able to help some animals  do it  fostering for your local shelters    
8114,mult co fire ems log,med   medical at      block of n williams ave  portland  or  portland fire  rp                    pdx   
8115,mult co fire ems log,ta ped   traffic accident   pedestrian or bike at n rosa parks way   n montana ave  portland  or  portland fire  rp                  
8116,nail   bone,slide to see photos  in light of the fires  tips from the  humanesociety regarding the movement of horses and other large animals  including and wild animals  there are many factors that    
8117,talavera ballon,thank you to all the wonderful  artspansf open studios enthusiasts who braved the smoke and visited us this weekend  we really appreciate it  thank you for your time  enthusiasm and    
8118,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
8119,mult co fire ems log,med   medical at      block of sw sunset blvd  portland  or  portland fire  rp                    pdx   
8120,mult co fire ems log,med   medical at   sw  rd ave  portland  or  portland fire  rp                    pdx   
8121,wildfire bot  ca    unofficial   , jonesfire unofficial new fire report  details uncertain   delnortecounty    mi ene of gasquet  ca     mi wsw of medford  or  see officials for safety info  may be incorrect  disclaimers in images pic twitter com okg zlsrnc
8122,         midgar,this new pixar pier is a paradise   disney california adventure park   
8123,brad hefta gaub,epic day of skiing at tahoma and camp muir    th month in a row  year two of  turnsallyear begins   adventure  skiing  skimountaineering  snow   paradise  mount rainier national park   
8124,wildfire bot  ak id mt nd  unofficial   , pearlfire unofficial new fire report  details uncertain   payettecounty    mi ene of parma  id     mi wnw of boise city  id  see officials for safety info  may be incorrect  disclaimers in images pic twitter com js rgogplw
8125,mult co fire ems log,med   medical at       block of ne sandy blvd  portland  or  portland fire  rp                    pdx   
8126,helen dixon,found the stairway to heaven today  in search of smoke free air  the redwoods and co did an excellent job of keeping the air relatively clean under the canopy   trailrun  trailrunning    
8127,mult co fire ems log,med   medical at      block of se division st  portland  or  portland fire  rp                    pdx   
8128,zion tabias, nuclear towers and reactors on fire in nuclear plant malibu woolsey area     please share   the media and news will not tell the people there they are in this toxic air and ash         
8129,jose montoya      ,nice pic but due to malibu s fires  californiafires   el dorado park   
8130,mult co fire ems log,ta    traffic accident    st response  fire   ems  at nb i  fwy at   exit    b   fremont brg  portland  or  portland fire  rp            
8131,mult co fire ems log,med   medical at     block of sw pine st  portland  or  portland fire  rp                    pdx   
8132,mult co fire ems log,med   medical at     block of sw broadway   portland  or  portland fire  rp                    pdx   
8133,joanna visconti,not even the mightiest fires in  california could get in the way of  truelove  congratulations nicholas and heather     fromalaketoarose  notakebacks  wedding  sundayfunday    
8134,lancaster weather,smoke    broken clouds temperature down    f       f humidity up           wind   mph     mph
8135,matthew taplinger,riding out the fires up the coast a bit in santa barbara    feels like a world away             woolseyfire   santa barbara  california   
8136,kimberly stearns phd,because our friends have been inquiring  quin and i are trying to amuse distract ourselves  calabasas has been totally evacuated again because of a resurgence of fire storm related    
8137,missflavia,sunset and smoke   malibufire  calfire  woolseyfire  bettertomorrow  sendinglove  mdr  surreal  sunsetsmoke  sadday  abc eyewitness   marina del rey  california   
8138,san jose weather,smoke    haze temperature down    f       f humidity up            wind   mph     mph
8139,total traffic la,topanga canyon north and south all lanes closed due to woolsey fire in  malibupacificpalisades on hwy    both nb sb from ca   to us    
8140,mult co fire ems log,med   medical at      block of ne   nd ave  portland  or  portland fire  rp                    pdx   
8141,mult co fire ems log,med   medical at   ne   th ave  portland  or  portland fire  rp                    pdx   
8142,michelle pesce,just trying to share some of the organizations that need help  and fyi  katsamick and i called a local fire dept to ask about dropping pizzas off there tonight   they have loads of food and    
8143,vinicio antony abkj,imagens chocantes do inc ndio em malibu   shocking fire images in malibu    em hermosa beach  california   
8144,scottbegg ,thank you first responders and air support in fighting these fires   those of you on the ground are putting on the good fight   while those of you in the air bring the rain and retardant     
8145,caleigh sarah haber,part    fighting and flees these california fires have been something of impossible for everyone but as a double lung transplant recipient it s frightening  yesterday i attended the ucla    
8146,mult co fire ems log,med   medical at     block of sw oak st  portland  or  portland fire  rp                    pdx   
8147,london elise kress,sending my love and prayers out to all being affected by the fires during this difficult time in our state  it s no better  no worse  no more important than any other natural calamity that    
8148,jdorf,ca fires smoke sun apocalypse     nofilter   san francisco bay area   
8149,vince,a very smoky weekend in san francisco from the norcal fires    sanfrancisco  twinpeaks  norcal  pixel    twin peaks  san francisco    
8150,emmalee glover,the smoke here in california is so bad that the sun is almost completely bloked out  by most standards    manteca  california   
8151,mult co fire ems log,almcom   monitored commercial fire alarm at      block of nw   th ave  portland  or  portland fire  rp                    pdx   
8152,karpie l  ,just ordered my  laclippers  enough t shirt       of the proceeds are going to the to shooting victims through  vccfoundation   newbury park  california   
8153,steve lipman,oh my  news is breaking of some very significant damage to wilshire blvd  temple camps hilltop and hess kramer in the woolsey fire in malibu now being shared by the leadership of the wbt    
8154,mult co fire ems log,med   medical at      block of sw jefferson st  portland  or  portland fire  rp                    pdx   
8155,susanna,smoke on the water  fire in the sky  fire  woolseyfire  smoke  yellow  sky  beach  lifeguard  safetyfirst  venicebeach  venice  losangeles  california  californiadreaming  lifestylust    
8156,herb rim,fire update  as of     pm            thousand oaks  california   
8157,mult co fire ems log,med   medical at      block of sw washington st  portland  or  portland fire  rp                    pdx   
8158,mult co fire ems log,ta    traffic accident    st response  fire   ems  at ne    th ave   ne glisan st  portland  or  portland fire  rp                  
8159,wildfire bot  ca    unofficial   , universityfire unofficial new fire report  details uncertain   sanbernardinocounty  near muscoy  ca     mi e of los angeles  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com yequ tmjhv
8160,sizzahandz,i smoke mad weed on  sunday  westillmakemashups   las vegas  nevada   
8161,bettina may,living for this crisp autumn weather in las vegas finally   by robertjohnkley  fauxfur   paradise  nevada   
8162,liz,  losangeles  california  woolseyfire  campfire  hillfire   los angeles  california   
8163,mult co fire ems log,med   medical at     block of sw morrison st  portland  or  portland fire  rp                    pdx   
8164,ja tia,just posted a photo   paradise  nevada   
8165,mult co fire ems log,med   medical at      block of se mill st  portland  or  portland fire  rp                    pdx   
8166,kathy miller,a smoky sunset reminding us of the horrible fires north of us on veterans day    sunset  smokysunset  hopeitendssoon  thankyoufirstresponders  pacificbeach  veteransday  thankyouveterans    
8167,michelle,went to the beach to do a sunset meditation today  as the sun was setting it disappeared behind the smoky clouds  which are a result of the woolsey fire  i couldn t help but feel intense    
8168,betsy rowbottom,sending prayers to everyone affected by the raging fires in california  i learned earlier tonight that these majestic trees that i visited earlier this spring  that have been here for    
8169,mult co fire ems log,med   medical at      block of se hawthorne blvd  portland  or  portland fire  rp                    pdx   
8170,james hanlon,what a few days it s been here in cali      big shout out to all the brothers   sisters firefighters     always ready to serve       calfire  firefighters    
8171,mult co fire ems log,med   medical at      block of se    nd ave  portland  or  portland fire  rp                    pdx   
8172,elijah long, vibes  focus  determination  dedication  hardwork  la all  fake  plastic  dream  live  drive  neverquit  followforfollowback  followtrain  follow followback  godsplan  smoke  poison    
8173,luis cervantes,mini throwback to performing at lafashionweek with this fire squad  love you guys   la fashion week   
8174,kelly  a resister,spent the weekend in guerneville  drove up the coast on friday to jenner where the smoke was ridiculous  turned eastward to guerneville where we biked around armstrong woods on saturday     
8175,bryan foat, woolseyfire   amazing time lapse video  repost earthfocus  malibu  fire     the woolsey fire has taken the lives of two people and destroyed many homes  it s an upsetting time in malibu    
8176,yoyosassy,first fire in our fireplace while watching  hallmark christmas movie   apple valley  california   
8177,mult co fire ems log,med   medical at      block of sw marigold st  portland  or  portland fire  rp                    pdx   
8178,mara marini,i took this just last week   without filters   before the fires   if you haven t donated yet     lafdfoundation have been working hard since thursday   still need help    
8179,mult co fire ems log,med   medical at       block of ne sandy blvd  portland  or  portland fire  rp                    pdx   
8180,mult co fire ems log,med   medical at      block of w burnside st  portland  or  portland fire  rp                    pdx   
8181,steff,las vegas rock  n  roll   k  stripatnight  lasvegas  vivalasvegas  runforbeer  runforfreebeer  paradise  nevada  runrocknroll   paradise  nevada   
8182,mult co fire ems log,med   medical at       block of ne hancock st  portland  or  portland fire  rp                    pdx   
8183,marc fran ois,the  lakers   atlhawks   bucks and   laclippers wore warm ups tonight to honor the victims of the horrific shooting at borderlinebar   enough    
8184,mult co fire ems log,power   line or pole down or arcing at sw   th ave   sw maricara st  portland  or  portland fire  rp                    pdx   
8185,mult co fire ems log,med   medical at      block of ne   th ave  portland  or  portland fire  rp                    pdx   
8186,foggydoggyfeline,mai puppers ready for bed  good night   sweet dreams mai friem    san francisco fire station      
8187,dominique plante, montereybayhalfmarathon finisher s medal in a kudos coaster   no  halfnarathon run so far for       canceled due to poor air quality from the fire  but still an awesome weekend of    
8188,mult co fire ems log,med   medical at     block of nw   th ave  portland  or  portland fire  rp                    pdx   
8189,santa rosa weather,smoke    haze temperature down    f       f humidity up            wind  mph     mph
8190,bill kerbox,relief supplies to malibu     we are currently organizing the delivery of essential food water and basic supplies to paradise cove tuesday morning  on a     foot yacht provided by howard    
8191,ttwn sacramento,camp fire closure in  chico on skwy rd both eb wb between bruce rd and before neal rd  traffic  
8192,ttwn sacramento,camp fire closure in  oroville on pentz rd both nb sb between durham pentz rd and pearson rd  traffic  
8193,ttwn sacramento,camp fire closure in  paradise on pearson rd both eb wb between skwy rd and pentz rd  traffic  
8194,ttwn sacramento,camp fire closure in  oroville on hwy    both nb sb between ca     and ca     traffic  
